"Nom";"Pays";"Date_debut";"Date_fin";"Ville";"Nombre"
"Twisted Sisters & Nympherno";"Etats-Unis";NA;NA;NA;1
"Twitching Tongues";"Etats-Unis";NA;"false";NA;1
"Tyler Leads";NA;NA;NA;NA;1
"Type O Negative";"Etats-Unis";"1989";"true";"Brooklyn";1
"Týr";"Îles Féroé";"1982";"false";NA;2
"U.D.O.";"Allemagne";NA;NA;NA;1
"U.S. Bombs";"Etats-Unis";"1993";"false";"California";1
"UFO";"Angleterre";NA;NA;NA;1
"Ufomammut";"Italie";"1999";"false";NA;3
"Ufych Sormeer";"France";"1997";"false";NA;1
"Ugly Kid Joe";"Etats-Unis";"1989";"false";NA;1
"UK Subs";"Angleterre";"1977";"false";"London";1
"Ulcerate";"Nouvelle-Zélande";"2000";"false";"Auckland";1
"Ultra Vomit";"France";"1999";"false";NA;2
"Ulver";"Norvège";"1992";"false";"Oslo";1
"Uncle Acid and the Deadbeats";"Angleterre";"2009";"false";"Cambridge";1
"Undead Prophecies";"France";NA;"false";NA;1
"Unearth";"Etats-Unis";"1998";"false";"Winthrop";4
"Unexpect";"Canada";"1996";"true";"Montreal";1
"Unida";"Etats-Unis";"1998";"true";"Palm Desert";1
"Unisonic";"Allemagne";"40127";"false";NA;1
"Unleashed";"Suède";NA;"false";NA;1
"Unsane";"Etats-Unis";"1988";"false";"New York";2
"Urfaust";"Pays-Bas";"2003";"false";"Asten";1
"Urgehal";"Norvège";"1992";"false";NA;1
"Uriah Heep";"Angleterre";"1970";"false";"London";1
"Vader";"Pologne";NA;"false";NA;4
"Valient Thorr";"Etats-Unis";"2001";"false";"Chapel Hill";1
"Valkyrja";"Suède";"2004";"false";NA;1
"Vallenfyre";"Angleterre";"2010";"false";"West Yorkshire";1
"Vanderbuyst";"Pays-Bas";NA;"false";NA;1
"Vektor";"Etats-Unis";"2002";"false";"Philadelphia";1
"Venom";"Angleterre";NA;NA;NA;2
"Vera Cruz";"France";NA;"false";NA;1
"Verbal Razors";"France";NA;NA;NA;1
"Verdun";"France";"1981";"true";NA;1
"Victims";"Suède";"1997";"false";"Nyköping Municipality";2
"Viktims";"Suède";NA;NA;NA;1
"Vintage Trouble";"Etats-Unis";"2010";"false";"Hollywood";1
"Vision of Disorder";"Etats-Unis";"1992";"false";"Northport";2
"Vitamin X";"Pays-Bas";"1997";"false";NA;2
"Vodun";"Angleterre";"2012";"false";"London";1
"Voight Kampff";"France";"2010";"false";NA;1
"Voivod";"Canada";"1982";"false";"Jonquière";2
"Volbeat";"Danemark";"2001-10";"false";"Copenhagen";3
"Vomitory";"Suède";"1991";"false";NA;1
"Vorkreist";"France";"1999";"false";NA;1
"Vortex of End";"France";"2005";"false";NA;1
"Vreid Sognametal";"Norvège";"2004";"false";NA;1
"Vulcain";"France";"1981";"false";NA;2
"Vulture Industries";"Norvège";"1998";"false";NA;1
"W.A.S.P.";"Etats-Unis";NA;"false";NA;1
"Walking Papers";"Etats-Unis";"2012";"false";"Seattle";1
"Walls of Jericho";"Etats-Unis";"1998";"false";"Detroit";5
"Walnut Grove DC";"France";NA;"false";NA;1
"Waltari";"Finlande";"1986";"false";NA;1
"Wampas";"France";"22696";"false";NA;1
"War Inside";"France";NA;"false";NA;1
"Wardruna";"Norvège";"2003";"false";NA;1
"Watain";"Suède";"1998";"false";"Uppsala";3
"Watertank";"France";"2003";"false";NA;2
"We Are Harlot";"Etats-Unis";"2011";"false";NA;1
"We Came as Romans";"Etats-Unis";"2005";"false";"Troy";1
"Weedeater";"Etats-Unis";"1998";"false";"Wilmington";2
"Weekend Nachos";"Etats-Unis";"2004";"false";NA;1
"Welicoruss";"Russie";"2002";"false";NA;1
"While She Sleeps";"Angleterre";NA;NA;NA;1
"Whiplash";"Etats-Unis";NA;"false";NA;1
"Whitechapel";"Etats-Unis";"2006";"false";"Knoxville";1
"Whitesnake";"Angleterre";"1978";"false";"Middlesbrough";1
"Wild Dawn";"France";NA;"false";NA;1
"Winterfylleth";"Angleterre";"2007";"false";NA;1
"Wintersun";"Finlande";NA;NA;NA;1
"Wisdom in Chains";"Etats-Unis";NA;"false";NA;1
"Witch Mountain";"Etats-Unis";"1997";"false";"Portland";1
"Witchcraft";"Suède";NA;"false";NA;1
"Witches";"France";"38371";"true";NA;1
"Witchthroat Serpent";"France";"2011-10";"false";"Toulouse";1
"With Honor";"Etats-Unis";"2001";"false";NA;1
"With the Dead";"Angleterre";NA;"false";NA;1
"Within Temptation";"Pays-Bas";"1995-04";"false";"Waddinxveen";3
"Wo Fat";"Etats-Unis";"2005";"false";NA;1
"Wolfbrigade";"Suède";"1995";"false";NA;1
"Wolves in the Throne Room";"Etats-Unis";"2002";"false";"Olympia";1
"Wormed";"Espagne";"1998";"false";NA;1
"Wovenhand";"Etats-Unis";"2001";"false";"Denver";1
"Y&T";"Etats-Unis";NA;NA;NA;1
"Yawning Man";"Etats-Unis";"1986";"false";"Palm Springs";1
"Year of No Light";"France";"2001";"false";"Bordeaux";2
"Year of the Goat";"Suède";NA;"false";NA;1
"YOB";"Etats-Unis";NA;NA;NA;1
"Young Gods";"Suisse";"1985";"false";"Fribourg";2
"Your Demise";"Angleterre";"2003";"false";NA;2
"Zeke";"Etats-Unis";NA;NA;NA;1
"Zero Mentality";"Allemagne";NA;"false";NA;1
"Zodiac";"Allemagne";NA;"false";NA;1
"Zubrowska";"France";"2001-11";"true";NA;1
"Zuul FX";"France";NA;"false";NA;2
"Zyklon";"Norvège";"1998";"true";"Notodden";1
"ZZ Top";"Etats-Unis";"1969";"false";"Houston";2
